season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,driver_age
1975,6,zolder,True,False,True,False,False,lauda,Austrian,ferrari,1,1,14,1,3,17,1,3,26
1975,6,zolder,True,False,True,False,False,scheckter,South African,tyrrell,9,2,9,1,6,13,1,4,25
1975,6,zolder,True,False,True,False,False,reutemann,Argentine,brabham,6,3,12,0,4,25,1,2,33
1975,6,zolder,True,False,True,False,False,depailler,French,tyrrell,12,4,8,0,7,13,1,4,30
1975,6,zolder,True,False,True,False,False,regazzoni,Swiss,ferrari,4,5,6,0,9,17,1,3,35
1975,6,zolder,True,False,True,False,False,pryce,British,shadow-ford,5,6,0,0,20,0,0,7,25
1975,6,zolder,True,False,True,False,False,emerson_fittipaldi,Brazilian,mclaren,8,7,21,1,1,0,2,1,28
1975,6,zolder,True,False,True,False,False,pace,Brazilian,brabham,2,8,16,1,2,25,1,2,30
1975,6,zolder,True,False,True,False,False,evans,British,brm,20,9,0,0,27,0,0,16,27
1975,6,zolder,True,False,True,False,False,watson,British,surtees,18,10,0,0,19,0,0,13,29
1975,6,zolder,True,False,True,False,False,donohue,American,penske,21,11,0,0,15,0,0,9,38
1975,6,zolder,True,False,True,False,False,wilson_fittipaldi,Brazilian,fittipaldi,24,12,0,0,24,0,0,15,31
1975,6,zolder,True,False,True,False,False,migault,French,hill,22,13,0,0,30,0,0,12,30
1975,6,zolder,True,False,True,False,False,brambilla,Italian,march,3,14,1,0,13,1,0,8,37
1975,6,zolder,True,False,True,False,False,ickx,Belgian,team_lotus,16,15,3,0,10,6,0,6,30
1975,6,zolder,True,False,True,False,False,peterson,Swedish,team_lotus,14,16,3,0,11,6,0,6,31
1975,6,zolder,True,False,True,False,False,laffite,French,williams,23,17,0,0,22,0,0,10,31
1975,6,zolder,True,False,True,False,False,lombardi,Italian,march,17,18,0,0,14,1,0,8,34
1975,6,zolder,True,False,True,False,False,brise,British,hill,7,19,0,0,18,0,0,12,23
1975,6,zolder,True,False,True,False,False,hunt,British,hesketh,11,20,7,0,8,7,0,5,27
1975,6,zolder,True,False,True,False,False,jarier,French,shadow-ford,10,21,0,0,12,0,0,7,28
1975,6,zolder,True,False,True,False,False,merzario,Italian,williams,19,22,0,0,0,0,0,10,32
1975,6,zolder,True,False,True,False,False,jones,Australian,hesketh,13,23,0,0,28,7,0,5,28
1975,6,zolder,True,False,True,False,False,mass,German,mclaren,15,24,0,1,5,0,2,1,28
1975,7,anderstorp,False,False,True,False,False,lauda,Austrian,ferrari,5,1,23,2,1,26,2,3,26
1975,7,anderstorp,False,False,True,False,False,reutemann,Argentine,brabham,4,2,16,0,4,29,1,1,33
1975,7,anderstorp,False,False,True,False,False,regazzoni,Swiss,ferrari,12,3,8,0,8,26,2,3,35
1975,7,anderstorp,False,False,True,False,False,mario_andretti,American,parnelli,15,4,0,0,18,0,0,11,35
1975,7,anderstorp,False,False,True,False,False,donohue,American,penske,16,5,0,0,16,0,0,9,38
1975,7,anderstorp,False,False,True,False,False,brise,British,hill,17,6,0,0,19,0,0,12,23
1975,7,anderstorp,False,False,True,False,False,scheckter,South African,tyrrell,8,7,15,1,5,19,1,4,25
1975,7,anderstorp,False,False,True,False,False,emerson_fittipaldi,Brazilian,mclaren,11,8,21,1,2,0,2,2,28
1975,7,anderstorp,False,False,True,False,False,peterson,Swedish,team_lotus,9,9,3,0,11,6,0,6,31
1975,7,anderstorp,False,False,True,False,False,palm,Swedish,hesketh,21,10,0,0,0,7,0,5,27
1975,7,anderstorp,False,False,True,False,False,jones,Australian,hesketh,19,11,0,0,28,7,0,5,28
1975,7,anderstorp,False,False,True,False,False,depailler,French,tyrrell,2,12,11,0,6,19,1,4,30
1975,7,anderstorp,False,False,True,False,False,evans,British,brm,23,13,0,0,21,0,0,14,27
1975,7,anderstorp,False,False,True,False,False,magee,British,williams,22,14,0,0,0,0,0,10,29
1975,7,anderstorp,False,False,True,False,False,ickx,Belgian,team_lotus,18,15,3,0,10,6,0,6,30
1975,7,anderstorp,False,False,True,False,False,watson,British,surtees,10,16,0,0,20,0,0,13,29
1975,7,anderstorp,False,False,True,False,False,wilson_fittipaldi,Brazilian,fittipaldi,25,17,0,0,25,0,0,16,31
1975,7,anderstorp,False,False,True,False,False,pryce,British,shadow-ford,7,18,1,0,14,0,0,7,25
1975,7,anderstorp,False,False,True,False,False,ian_scheckter,South African,williams,20,19,0,0,0,0,0,10,27
1975,7,anderstorp,False,False,True,False,False,schuppan,Australian,hill,26,20,0,0,0,0,0,12,32
1975,7,anderstorp,False,False,True,False,False,pace,Brazilian,brabham,6,21,16,1,3,29,1,1,30
1975,7,anderstorp,False,False,True,False,False,jarier,French,shadow-ford,3,22,0,0,12,0,0,7,28
1975,7,anderstorp,False,False,True,False,False,brambilla,Italian,march,1,23,1,0,13,1,0,8,37
1975,7,anderstorp,False,False,True,False,False,mass,German,mclaren,14,24,0,1,7,0,2,2,28
1975,7,anderstorp,False,False,True,False,False,hunt,British,hesketh,13,25,7,0,9,7,0,5,27
1975,7,anderstorp,False,False,True,False,False,lombardi,Italian,march,24,26,0,0,15,1,0,8,34
1975,8,zandvoort,False,False,False,False,False,hunt,British,hesketh,3,1,7,0,9,7,0,5,27
1975,8,zandvoort,False,False,False,False,False,lauda,Austrian,ferrari,1,2,32,3,1,35,3,1,26
1975,8,zandvoort,False,False,False,False,False,regazzoni,Swiss,ferrari,2,3,12,0,6,35,3,1,35
1975,8,zandvoort,False,False,False,False,False,reutemann,Argentine,brabham,5,4,22,0,2,33,1,2,33
1975,8,zandvoort,False,False,False,False,False,pace,Brazilian,brabham,9,5,16,1,4,33,1,2,30
1975,8,zandvoort,False,False,False,False,False,pryce,British,shadow-ford,12,6,1,0,17,0,0,8,26
1975,8,zandvoort,False,False,False,False,False,brise,British,hill,7,7,1,0,16,1,0,11,23
1975,8,zandvoort,False,False,False,False,False,donohue,American,penske,18,8,2,0,13,2,0,9,38
1975,8,zandvoort,False,False,False,False,False,depailler,French,tyrrell,13,9,11,0,7,19,1,4,30
1975,8,zandvoort,False,False,False,False,False,lennep,Dutch,ensign,22,10,0,0,0,0,0,17,33
1975,8,zandvoort,False,False,False,False,False,wilson_fittipaldi,Brazilian,fittipaldi,24,11,0,0,27,0,0,16,31
1975,8,zandvoort,False,False,False,False,False,ian_scheckter,South African,williams,19,12,0,0,0,0,0,12,27
1975,8,zandvoort,False,False,False,False,False,jones,Australian,hill,17,13,0,0,24,1,0,11,28
1975,8,zandvoort,False,False,False,False,False,lombardi,Italian,march,23,14,0,0,18,1,0,10,34
1975,8,zandvoort,False,False,False,False,False,peterson,Swedish,team_lotus,16,15,3,0,12,6,0,6,31
1975,8,zandvoort,False,False,False,False,False,scheckter,South African,tyrrell,4,16,15,1,5,19,1,4,25
1975,8,zandvoort,False,False,False,False,False,laffite,French,williams,15,17,0,0,25,0,0,12,31
1975,8,zandvoort,False,False,False,False,False,mass,German,mclaren,8,18,0,1,8,0,2,3,28
1975,8,zandvoort,False,False,False,False,False,jarier,French,shadow-ford,10,19,0,0,14,0,0,8,28
1975,8,zandvoort,False,False,False,False,False,watson,British,surtees,14,20,0,0,20,0,0,13,29
1975,8,zandvoort,False,False,False,False,False,emerson_fittipaldi,Brazilian,mclaren,6,21,21,1,3,0,2,3,28
1975,8,zandvoort,False,False,False,False,False,evans,British,brm,20,22,0,0,21,0,0,14,28
1975,8,zandvoort,False,False,False,False,False,ickx,Belgian,team_lotus,21,23,3,0,10,6,0,6,30
1975,8,zandvoort,False,False,False,False,False,brambilla,Italian,march,11,24,1,0,15,1,0,10,37
1975,8,zandvoort,False,False,False,False,False,fushida,Japanese,maki,0,25,0,0,0,0,0,0,29
1975,9,ricard,True,False,True,False,False,lauda,Austrian,ferrari,1,1,38,3,1,41,3,1,26
1975,9,ricard,True,False,True,False,False,hunt,British,hesketh,3,2,16,1,5,16,1,5,27
1975,9,ricard,True,False,True,False,False,mass,German,mclaren,7,3,0,1,9,0,2,3,28
1975,9,ricard,True,False,True,False,False,emerson_fittipaldi,Brazilian,mclaren,10,4,21,1,3,0,2,3,28
1975,9,ricard,True,False,True,False,False,mario_andretti,American,parnelli,15,5,3,0,11,3,0,8,35
1975,9,ricard,True,False,True,False,False,depailler,French,tyrrell,13,6,11,0,8,19,1,4,30
1975,9,ricard,True,False,True,False,False,brise,British,hill,12,7,1,0,17,1,0,11,23
1975,9,ricard,True,False,True,False,False,jarier,French,shadow-ford,4,8,0,0,15,0,0,7,28
1975,9,ricard,True,False,True,False,False,scheckter,South African,tyrrell,2,9,15,1,7,19,1,4,25
1975,9,ricard,True,False,True,False,False,peterson,Swedish,team_lotus,17,10,3,0,12,6,0,6,31
1975,9,ricard,True,False,True,False,False,laffite,French,williams,16,11,0,0,27,0,0,12,31
1975,9,ricard,True,False,True,False,False,jabouille,French,tyrrell,21,12,0,0,0,19,1,4,32
1975,9,ricard,True,False,True,False,False,watson,British,surtees,14,13,0,0,20,0,0,13,29
1975,9,ricard,True,False,True,False,False,reutemann,Argentine,brabham,11,14,25,0,2,36,1,2,33
1975,9,ricard,True,False,True,False,False,lennep,Dutch,ensign,22,15,0,0,24,0,0,16,33
1975,9,ricard,True,False,True,False,False,jones,Australian,hill,20,16,0,0,26,1,0,11,28
1975,9,ricard,True,False,True,False,False,evans,British,brm,25,17,0,0,21,0,0,14,28
1975,9,ricard,True,False,True,False,False,lombardi,Italian,march,26,18,0,0,18,1,0,10,34
1975,9,ricard,True,False,True,False,False,pace,Brazilian,brabham,5,19,18,1,4,36,1,2,30
1975,9,ricard,True,False,True,False,False,ickx,Belgian,team_lotus,19,20,3,0,10,6,0,6,30
1975,9,ricard,True,False,True,False,False,wilson_fittipaldi,Brazilian,fittipaldi,23,21,0,0,25,0,0,17,31
1975,9,ricard,True,False,True,False,False,brambilla,Italian,march,8,22,1,0,16,1,0,10,37
1975,9,ricard,True,False,True,False,False,regazzoni,Swiss,ferrari,9,23,16,0,6,41,3,1,35
1975,9,ricard,True,False,True,False,False,donohue,American,penske,18,24,2,0,13,2,0,9,38
1975,9,ricard,True,False,True,False,False,pryce,British,shadow-ford,6,25,2,0,14,0,0,7,26
1975,9,ricard,True,False,True,False,False,migault,French,williams,24,26,0,0,0,0,0,12,30
1975,10,silverstone,False,False,False,True,False,emerson_fittipaldi,Brazilian,mclaren,7,1,24,1,3,0,2,3,28
1975,10,silverstone,False,False,False,True,False,pace,Brazilian,brabham,2,2,18,1,5,36,1,2,30
1975,10,silverstone,False,False,False,True,False,scheckter,South African,tyrrell,6,3,15,1,7,20,1,5,25
1975,10,silverstone,False,False,False,True,False,hunt,British,hesketh,9,4,22,1,4,22,1,4,27
1975,10,silverstone,False,False,False,True,False,donohue,American,march,15,5,2,0,13,1,0,10,38
1975,10,silverstone,False,False,False,True,False,brambilla,Italian,march,5,6,1,0,16,1,0,10,37
1975,10,silverstone,False,False,False,True,False,mass,German,mclaren,10,7,0,1,8,0,2,3,28
1975,10,silverstone,False,False,False,True,False,lauda,Austrian,ferrari,3,8,47,4,1,50,4,1,26
1975,10,silverstone,False,False,False,True,False,depailler,French,tyrrell,17,9,12,0,9,20,1,5,30
1975,10,silverstone,False,False,False,True,False,jones,Australian,hill,28,10,0,0,27,1,0,11,28
1975,10,silverstone,False,False,False,True,False,watson,British,surtees,18,11,0,0,20,0,0,13,29
1975,10,silverstone,False,False,False,True,False,mario_andretti,American,parnelli,12,12,5,0,10,5,0,7,35
1975,10,silverstone,False,False,False,True,False,regazzoni,Swiss,ferrari,4,13,16,0,6,50,4,1,35
1975,10,silverstone,False,False,False,True,False,jarier,French,shadow-ford,11,14,0,0,15,0,0,8,29
1975,10,silverstone,False,False,False,True,False,brise,British,hill,13,15,1,0,17,1,0,11,23
1975,10,silverstone,False,False,False,True,False,henton,British,team_lotus,21,16,0,0,0,6,0,6,28
1975,10,silverstone,False,False,False,True,False,nicholson,New Zealander,lyncar,26,17,0,0,0,0,0,0,33
1975,10,silverstone,False,False,False,True,False,morgan,British,surtees,23,18,0,0,0,0,0,13,30
1975,10,silverstone,False,False,False,True,False,wilson_fittipaldi,Brazilian,fittipaldi,24,19,0,0,26,0,0,17,31
1975,10,silverstone,False,False,False,True,False,stuck,German,march,14,20,0,0,0,1,0,10,24
1975,10,silverstone,False,False,False,True,False,crawford,British,team_lotus,25,21,0,0,0,6,0,6,27
1975,10,silverstone,False,False,False,True,False,pryce,British,shadow-ford,1,22,2,0,14,0,0,8,26
1975,10,silverstone,False,False,False,True,False,lombardi,Italian,march,22,23,0,0,18,1,0,10,34
1975,10,silverstone,False,False,False,True,False,peterson,Swedish,team_lotus,16,24,3,0,12,6,0,6,31
1975,10,silverstone,False,False,False,True,False,laffite,French,williams,19,25,0,0,25,0,0,12,31
1975,10,silverstone,False,False,False,True,False,reutemann,Argentine,brabham,8,26,25,0,2,36,1,2,33
1975,10,silverstone,False,False,False,True,False,wunderink,Dutch,ensign,0,27,0,0,0,0,0,16,26
1975,10,silverstone,False,False,False,True,False,fushida,Japanese,maki,0,28,0,0,0,0,0,18,29
1975,11,nurburgring,True,False,True,False,False,reutemann,Argentine,brabham,10,1,25,0,4,42,1,2,33
1975,11,nurburgring,True,False,True,False,False,laffite,French,williams,15,2,0,0,26,0,0,12,31
1975,11,nurburgring,True,False,True,False,False,lauda,Austrian,ferrari,1,3,47,4,1,50,4,1,26
1975,11,nurburgring,True,False,True,False,False,pryce,British,shadow-ford,16,4,2,0,15,0,0,8,26
1975,11,nurburgring,True,False,True,False,False,jones,Australian,hill,21,5,0,0,22,1,0,11,28
1975,11,nurburgring,True,False,True,False,False,lennep,Dutch,ensign,24,6,0,0,24,0,0,16,33
1975,11,nurburgring,True,False,True,False,False,lombardi,Italian,march,25,7,0,0,18,3,0,9,34
1975,11,nurburgring,True,False,True,False,False,ertl,Austrian,hesketh,23,8,0,0,0,25,1,4,26
1975,11,nurburgring,True,False,True,False,False,depailler,French,tyrrell,4,9,12,0,9,24,1,5,30
1975,11,nurburgring,True,False,True,False,False,mario_andretti,American,parnelli,13,10,5,0,10,5,0,7,35
1975,11,nurburgring,True,False,True,False,False,hunt,British,hesketh,9,11,25,1,3,25,1,4,27
1975,11,nurburgring,True,False,True,False,False,regazzoni,Swiss,ferrari,5,12,16,0,7,50,4,1,35
1975,11,nurburgring,True,False,True,False,False,brise,British,hill,17,13,1,0,17,1,0,11,23
1975,11,nurburgring,True,False,True,False,False,scheckter,South African,tyrrell,3,14,19,1,6,24,1,5,25
1975,11,nurburgring,True,False,True,False,False,jarier,French,shadow-ford,12,15,0,0,16,0,0,8,29
1975,11,nurburgring,True,False,True,False,False,pace,Brazilian,brabham,2,16,24,1,5,42,1,2,30
1975,11,nurburgring,True,False,True,False,False,wilson_fittipaldi,Brazilian,fittipaldi,22,17,0,0,27,0,0,17,31
1975,11,nurburgring,True,False,True,False,False,stuck,German,march,7,18,0,0,0,3,0,9,24
1975,11,nurburgring,True,False,True,False,False,emerson_fittipaldi,Brazilian,mclaren,8,19,33,2,2,0,3,3,28
1975,11,nurburgring,True,False,True,False,False,brambilla,Italian,march,11,20,2,0,14,3,0,9,37
1975,11,nurburgring,True,False,True,False,False,watson,British,team_lotus,14,21,0,0,20,6,0,6,29
1975,11,nurburgring,True,False,True,False,False,peterson,Swedish,team_lotus,18,22,3,0,13,6,0,6,31
1975,11,nurburgring,True,False,True,False,False,donohue,American,march,19,23,4,0,11,3,0,9,38
1975,11,nurburgring,True,False,True,False,False,mass,German,mclaren,6,24,0,1,8,0,3,3,28
1975,11,nurburgring,True,False,True,False,False,ashley,British,williams,20,25,0,0,0,0,0,12,27
1975,11,nurburgring,True,False,True,False,False,trimmer,British,maki,0,26,0,0,0,0,0,19,32
1975,12,osterreichring,False,False,False,True,False,brambilla,Italian,march,8,1,2,0,16,3,0,10,37
1975,12,osterreichring,False,False,False,True,False,hunt,British,hesketh,2,2,25,1,4,25,1,4,27
1975,12,osterreichring,False,False,False,True,False,pryce,British,shadow-ford,15,3,5,0,12,0,0,6,26
1975,12,osterreichring,False,False,False,True,False,mass,German,mclaren,9,4,0,1,8,0,3,3,28
1975,12,osterreichring,False,False,False,True,False,peterson,Swedish,team_lotus,13,5,3,0,15,6,0,7,31
1975,12,osterreichring,False,False,False,True,False,lauda,Austrian,ferrari,1,6,51,4,1,54,4,1,26
1975,12,osterreichring,False,False,False,True,False,regazzoni,Swiss,ferrari,5,7,16,0,7,54,4,1,35
1975,12,osterreichring,False,False,False,True,False,scheckter,South African,tyrrell,10,8,19,1,6,24,1,5,25
1975,12,osterreichring,False,False,False,True,False,emerson_fittipaldi,Brazilian,mclaren,3,9,33,2,3,0,3,3,28
1975,12,osterreichring,False,False,False,True,False,watson,British,surtees,18,10,0,0,23,0,0,14,29
1975,12,osterreichring,False,False,False,True,False,depailler,French,tyrrell,7,11,12,0,9,24,1,5,31
1975,12,osterreichring,False,False,False,True,False,amon,New Zealander,ensign,23,12,0,0,0,1,0,13,32
1975,12,osterreichring,False,False,False,True,False,lunger,American,hesketh,17,13,0,0,0,25,1,4,29
1975,12,osterreichring,False,False,False,True,False,reutemann,Argentine,brabham,11,14,34,1,2,51,2,2,33
1975,12,osterreichring,False,False,False,True,False,brise,British,hill,16,15,1,0,19,3,0,11,23
1975,12,osterreichring,False,False,False,True,False,stommelen,German,hill,25,16,0,0,22,3,0,11,32
1975,12,osterreichring,False,False,False,True,False,lombardi,Italian,march,21,17,0,0,21,3,0,10,34
1975,12,osterreichring,False,False,False,True,False,wunderink,Dutch,ensign,27,18,0,0,0,1,0,13,26
1975,12,osterreichring,False,False,False,True,False,ertl,Austrian,hesketh,26,19,0,0,24,25,1,4,26
1975,12,osterreichring,False,False,False,True,False,laffite,French,williams,12,20,6,0,10,6,0,8,31
1975,12,osterreichring,False,False,False,True,False,pace,Brazilian,brabham,6,21,24,1,5,51,2,2,30
1975,12,osterreichring,False,False,False,True,False,vonlanthen,Swiss,williams,28,22,0,0,0,6,0,8,33
1975,12,osterreichring,False,False,False,True,False,stuck,German,march,4,23,0,0,0,3,0,10,24
1975,12,osterreichring,False,False,False,True,False,jarier,French,shadow-matra,14,24,0,0,18,0,0,0,29
1975,12,osterreichring,False,False,False,True,False,evans,British,brm,24,25,0,0,25,0,0,15,28
1975,12,osterreichring,False,False,False,True,False,mario_andretti,American,parnelli,19,26,5,0,11,5,0,9,35
1975,12,osterreichring,False,False,False,True,False,donohue,American,march,20,27,4,0,13,3,0,10,38
1975,12,osterreichring,False,False,False,True,False,henton,British,team_lotus,22,28,0,0,0,6,0,7,28
1975,12,osterreichring,False,False,False,True,False,trimmer,British,maki,0,29,0,0,0,0,0,19,32
1975,12,osterreichring,False,False,False,True,False,wilson_fittipaldi,Brazilian,fittipaldi,0,30,0,0,28,0,0,17,31
1975,13,monza,True,False,True,False,False,regazzoni,Swiss,ferrari,2,1,16,0,8,0,4,1,36
1975,13,monza,True,False,True,False,False,emerson_fittipaldi,Brazilian,mclaren,3,2,33,2,3,41,3,3,28
1975,13,monza,True,False,True,False,False,lauda,Austrian,ferrari,1,3,0,4,1,0,4,1,26
1975,13,monza,True,False,True,False,False,reutemann,Argentine,brabham,7,4,34,1,2,51,2,2,33
1975,13,monza,True,False,True,False,False,hunt,British,hesketh,8,5,28,1,4,28,1,4,28
1975,13,monza,True,False,True,False,False,pryce,British,shadow-ford,14,6,7,0,10,0,0,6,26
1975,13,monza,True,False,True,False,False,depailler,French,tyrrell,12,7,12,0,9,24,1,5,31
1975,13,monza,True,False,True,False,False,scheckter,South African,tyrrell,4,8,19,1,6,24,1,5,25
1975,13,monza,True,False,True,False,False,ertl,Austrian,hesketh,17,9,0,0,24,28,1,4,27
1975,13,monza,True,False,True,False,False,lunger,American,hesketh,21,10,0,0,0,28,1,4,29
1975,13,monza,True,False,True,False,False,merzario,Italian,fittipaldi,26,11,0,0,0,0,0,17,32
1975,13,monza,True,False,True,False,False,amon,New Zealander,ensign,19,12,0,0,0,1,0,13,32
1975,13,monza,True,False,True,False,False,crawford,British,team_lotus,25,13,0,0,0,7,0,8,27
1975,13,monza,True,False,True,False,False,zorzi,Italian,williams,22,14,0,0,0,6,0,9,28
1975,13,monza,True,False,True,False,False,jarier,French,shadow-matra,13,15,0,0,18,0,0,19,29
1975,13,monza,True,False,True,False,False,lombardi,Italian,march,24,16,0,0,21,0,1,7,34
1975,13,monza,True,False,True,False,False,stuck,German,march,16,17,0,0,0,0,1,7,24
1975,13,monza,True,False,True,False,False,laffite,French,williams,18,18,6,0,12,6,0,9,31
1975,13,monza,True,False,True,False,False,pace,Brazilian,brabham,10,19,24,1,5,51,2,2,30
1975,13,monza,True,False,True,False,False,stommelen,German,hill,23,20,0,0,22,3,0,11,32
1975,13,monza,True,False,True,False,False,mass,German,mclaren,5,21,16,1,7,41,3,3,28
1975,13,monza,True,False,True,False,False,peterson,Swedish,team_lotus,11,22,4,0,14,7,0,8,31
1975,13,monza,True,False,True,False,False,brise,British,hill,6,23,1,0,19,3,0,11,23
1975,13,monza,True,False,True,False,False,mario_andretti,American,parnelli,15,24,5,0,13,5,0,10,35
1975,13,monza,True,False,True,False,False,brambilla,Italian,march,9,25,0,1,11,0,1,7,37
1975,13,monza,True,False,True,False,False,evans,British,brm,20,26,0,0,25,0,0,15,28
1975,13,monza,True,False,True,False,False,wunderink,Dutch,ensign,0,27,0,0,0,1,0,13,26
1975,13,monza,True,False,True,False,False,trimmer,British,maki,0,28,0,0,0,0,0,20,32
1975,14,watkins_glen,True,False,False,False,False,lauda,Austrian,ferrari,1,1,0,4,1,0,5,1,26
1975,14,watkins_glen,True,False,False,False,False,emerson_fittipaldi,Brazilian,mclaren,2,2,39,2,2,47,3,3,28
1975,14,watkins_glen,True,False,False,False,False,mass,German,mclaren,9,3,16,1,8,47,3,3,29
1975,14,watkins_glen,True,False,False,False,False,hunt,British,hesketh,15,4,30,1,4,30,1,4,28
1975,14,watkins_glen,True,False,False,False,False,peterson,Swedish,team_lotus,14,5,4,0,14,7,0,8,31
1975,14,watkins_glen,True,False,False,False,False,scheckter,South African,tyrrell,10,6,19,1,7,24,1,5,25
1975,14,watkins_glen,True,False,False,False,False,brambilla,Italian,march,6,7,0,1,11,0,1,7,37
1975,14,watkins_glen,True,False,False,False,False,stuck,German,march,13,8,0,0,0,0,1,7,24
1975,14,watkins_glen,True,False,False,False,False,watson,British,penske,12,9,0,0,24,2,0,12,29
1975,14,watkins_glen,True,False,False,False,False,wilson_fittipaldi,Brazilian,fittipaldi,23,10,0,0,29,0,0,17,31
1975,14,watkins_glen,True,False,False,False,False,pryce,British,shadow-ford,7,11,8,0,10,0,0,6,26
1975,14,watkins_glen,True,False,False,False,False,henton,British,team_lotus,19,12,0,0,0,7,0,8,29
1975,14,watkins_glen,True,False,False,False,False,lunger,American,hesketh,18,13,0,0,27,30,1,4,29
1975,14,watkins_glen,True,False,False,False,False,wunderink,Dutch,ensign,22,14,0,0,0,1,0,13,26
1975,14,watkins_glen,True,False,False,False,False,regazzoni,Swiss,ferrari,11,15,25,1,5,0,5,1,36
1975,14,watkins_glen,True,False,False,False,False,jarier,French,shadow-ford,4,16,0,0,18,0,0,6,29
1975,14,watkins_glen,True,False,False,False,False,reutemann,Argentine,brabham,3,17,37,1,3,54,2,2,33
1975,14,watkins_glen,True,False,False,False,False,mario_andretti,American,parnelli,5,18,5,0,13,5,0,10,35
1975,14,watkins_glen,True,False,False,False,False,brise,British,hill,17,19,1,0,19,3,0,11,23
1975,14,watkins_glen,True,False,False,False,False,leclere,French,tyrrell,20,20,0,0,0,24,1,5,29
1975,14,watkins_glen,True,False,False,False,False,depailler,French,tyrrell,8,21,12,0,9,24,1,5,31
1975,14,watkins_glen,True,False,False,False,False,pace,Brazilian,brabham,16,22,24,1,6,54,2,2,30
1975,14,watkins_glen,True,False,False,False,False,laffite,French,williams,21,23,6,0,12,6,0,9,31
1975,14,watkins_glen,True,False,False,False,False,lombardi,Italian,williams,24,24,0,0,21,6,0,9,34
1976,1,interlagos,True,False,False,False,False,lauda,Austrian,ferrari,2,1,0,0,0,0,0,0,26
1976,1,interlagos,True,False,False,False,False,depailler,French,tyrrell,9,2,0,0,0,0,0,0,31
1976,1,interlagos,True,False,False,False,False,pryce,British,shadow,12,3,0,0,0,0,0,0,26
1976,1,interlagos,True,False,False,False,False,stuck,German,march,14,4,0,0,0,0,0,0,25
1976,1,interlagos,True,False,False,False,False,scheckter,South African,tyrrell,13,5,0,0,0,0,0,0,25
1976,1,interlagos,True,False,False,False,False,mass,German,mclaren,6,6,0,0,0,0,0,0,29
1976,1,interlagos,True,False,False,False,False,regazzoni,Swiss,ferrari,4,7,0,0,0,0,0,0,36
1976,1,interlagos,True,False,False,False,False,ickx,Belgian,wolf,19,8,0,0,0,0,0,0,31
1976,1,interlagos,True,False,False,False,False,zorzi,Italian,williams,17,9,0,0,0,0,0,0,29
1976,1,interlagos,True,False,False,False,False,pace,Brazilian,brabham-alfa_romeo,10,10,0,0,0,0,0,0,31
1976,1,interlagos,True,False,False,False,False,hoffmann,Brazilian,fittipaldi,20,11,0,0,0,0,0,0,22
1976,1,interlagos,True,False,False,False,False,reutemann,Argentine,brabham-alfa_romeo,15,12,0,0,0,0,0,0,33
1976,1,interlagos,True,False,False,False,False,emerson_fittipaldi,Brazilian,fittipaldi,5,13,0,0,0,0,0,0,29
1976,1,interlagos,True,False,False,False,False,lombardi,Italian,march,22,14,0,0,0,0,0,0,34
1976,1,interlagos,True,False,False,False,False,jarier,French,shadow,3,15,0,0,0,0,0,0,29
1976,1,interlagos,True,False,False,False,False,hunt,British,mclaren,1,16,0,0,0,0,0,0,28
1976,1,interlagos,True,False,False,False,False,brambilla,Italian,march,7,17,0,0,0,0,0,0,38
1976,1,interlagos,True,False,False,False,False,laffite,French,ligier,11,18,0,0,0,0,0,0,32
1976,1,interlagos,True,False,False,False,False,peterson,Swedish,team_lotus,18,19,0,0,0,0,0,0,31
1976,1,interlagos,True,False,False,False,False,mario_andretti,American,team_lotus,16,20,0,0,0,0,0,0,35
1976,1,interlagos,True,False,False,False,False,watson,British,penske,8,21,0,0,0,0,0,0,29
1976,1,interlagos,True,False,False,False,False,ashley,British,brm,21,22,0,0,0,0,0,0,28
1976,2,kyalami,True,False,False,False,False,lauda,Austrian,ferrari,2,1,9,1,1,9,1,1,27
1976,2,kyalami,True,False,False,False,False,hunt,British,mclaren,1,2,0,0,16,1,0,5,28
1976,2,kyalami,True,False,False,False,False,mass,German,mclaren,4,3,1,0,6,1,0,5,29
1976,2,kyalami,True,False,False,False,False,scheckter,South African,tyrrell,12,4,2,0,5,6,0,2,26
1976,2,kyalami,True,False,False,False,False,watson,British,penske,3,5,0,0,21,0,0,12,29
1976,2,kyalami,True,False,False,False,False,mario_andretti,American,parnelli,13,6,0,0,20,0,0,0,36
1976,2,kyalami,True,False,False,False,False,pryce,British,shadow,7,7,4,0,3,4,0,3,26
1976,2,kyalami,True,False,False,False,False,brambilla,Italian,march,5,8,0,0,17,3,0,4,38
1976,2,kyalami,True,False,False,False,False,depailler,French,tyrrell,6,9,6,0,2,6,0,2,31
1976,2,kyalami,True,False,False,False,False,evans,British,team_lotus,23,10,0,0,0,0,0,11,28
1976,2,kyalami,True,False,False,False,False,lunger,American,surtees,20,11,0,0,0,0,0,0,30
1976,2,kyalami,True,False,False,False,False,stuck,German,march,17,12,3,0,4,3,0,4,25
1976,2,kyalami,True,False,False,False,False,leclere,French,wolf,22,13,0,0,0,0,0,6,29
1976,2,kyalami,True,False,False,False,False,amon,New Zealander,ensign,18,14,0,0,0,0,0,0,32
